willian,Salvou,-1,21/06/2018 09:23:33
willian,Salvou,4,23/06/2018 16:14:59
willian,Atualizou,4,23/06/2018 16:17:01
willian,Deletou,4,23/06/2018 16:17:15
willian,Deletou,-1,23/06/2018 16:29:20
willian,Deletou,3,23/06/2018 16:30:55
willian,Salvou,5,23/06/2018 16:31:04
willian,Salvou,6,23/06/2018 16:31:06
willian,Salvou,7,23/06/2018 16:31:07
willian,Deletou,7,23/06/2018 16:31:22
willian,Deletou,6,23/06/2018 16:31:26
willian,Salvou,-1,28/06/2018 08:44:18
